qualifyId,circuitId,raceId,driverId,constructorId,year,date,number,position,q1,q2,q3
4794,11,851,5,205,2011,2011-07-31,20,19,1:24.362,\N,\N
4795,11,851,15,205,2011,2011-07-31,21,20,1:24.534,\N,\N
4796,11,851,10,166,2011,2011-07-31,24,21,1:26.294,\N,\N
4797,11,851,24,164,2011,2011-07-31,23,22,1:26.323,\N,\N
4798,11,851,817,164,2011,2011-07-31,22,23,1:26.479,\N,\N
4799,11,851,816,166,2011,2011-07-31,25,24,1:26.510,\N,\N
4800,13,852,20,9,2011,2011-08-28,1,1,2:03.029,2:03.317,1:48.298
4801,13,852,1,1,2011,2011-08-28,3,2,2:03.008,2:02.823,1:48.730
4802,13,852,17,9,2011,2011-08-28,2,3,2:02.827,2:03.302,1:49.376
4803,13,852,13,6,2011,2011-08-28,6,4,2:05.834,2:04.507,1:50.256
4804,13,852,3,131,2011,2011-08-28,8,5,2:05.091,2:03.723,1:50.552
4805,13,852,153,5,2011,2011-08-28,19,6,2:05.419,2:04.561,1:50.773
4806,13,852,811,4,2011,2011-08-28,9,7,2:05.047,2:04.452,1:51.121
4807,13,852,4,6,2011,2011-08-28,5,8,2:04.450,2:02.768,1:51.251
4808,13,852,815,15,2011,2011-08-28,17,9,2:06.284,2:04.625,1:51.374
4809,13,852,808,4,2011,2011-08-28,10,10,2:05.292,2:03.466,1:52.303
4810,13,852,67,5,2011,2011-08-28,18,11,2:04.744,2:04.692,\N
4811,13,852,155,15,2011,2011-08-28,16,12,2:07.194,2:04.757,\N
4812,13,852,18,1,2011,2011-08-28,4,13,2:01.813,2:05.150,\N
4813,13,852,22,3,2011,2011-08-28,11,14,2:05.720,2:07.349,\N
4814,13,852,16,10,2011,2011-08-28,14,15,2:06.000,2:07.777,\N
4815,13,852,813,3,2011,2011-08-28,12,16,2:05.621,2:08.106,\N
4816,13,852,5,205,2011,2011-08-28,20,17,2:06.780,2:08.354,\N
4817,13,852,814,10,2011,2011-08-28,15,18,2:07.758,\N,\N
4818,13,852,15,205,2011,2011-08-28,21,19,2:08.773,\N,\N
4819,13,852,10,166,2011,2011-08-28,24,20,2:09.566,\N,\N
4820,13,852,816,166,2011,2011-08-28,25,21,2:11.601,\N,\N
4821,13,852,24,164,2011,2011-08-28,23,22,2:11.616,\N,\N
4822,13,852,817,164,2011,2011-08-28,22,23,2:13.077,\N,\N
4823,15,854,20,9,2011,2011-09-25,1,1,1:46.397,1:44.931,1:44.381
4824,15,854,17,9,2011,2011-09-25,2,2,1:47.332,1:45.651,1:44.732
4825,15,854,18,1,2011,2011-09-25,4,3,1:46.956,1:45.472,1:44.804
4826,15,854,1,1,2011,2011-09-25,3,4,1:47.014,1:46.829,1:44.809
4827,15,854,4,6,2011,2011-09-25,5,5,1:47.054,1:45.779,1:44.874
4828,15,854,13,6,2011,2011-09-25,6,6,1:47.945,1:45.955,1:45.800
4829,15,854,3,131,2011,2011-09-25,8,7,1:47.688,1:46.405,1:46.013
4830,15,854,30,131,2011,2011-09-25,7,8,1:48.819,1:46.043,\N
4831,15,854,16,10,2011,2011-09-25,14,9,1:47.952,1:47.093,\N
4832,15,854,814,10,2011,2011-09-25,15,10,1:48.022,1:47.486,\N
4833,15,854,815,15,2011,2011-09-25,17,11,1:47.717,1:47.616,\N
4834,15,854,22,3,2011,2011-09-25,11,12,1:48.061,1:48.082,\N
4835,15,854,813,3,2011,2011-09-25,12,13,1:49.710,1:48.270,\N
4836,15,854,67,5,2011,2011-09-25,18,14,1:48.753,1:48.634,\N
4837,15,854,811,4,2011,2011-09-25,9,15,1:48.861,1:48.662,\N
4838,15,854,153,5,2011,2011-09-25,19,16,1:49.588,1:49.862,\N
4839,15,854,155,15,2011,2011-09-25,16,17,1:48.054,\N,\N
4840,15,854,808,4,2011,2011-09-25,10,18,1:49.835,\N,\N
4841,15,854,5,205,2011,2011-09-25,20,19,1:50.948,\N,\N
4842,15,854,15,205,2011,2011-09-25,21,20,1:51.012,\N,\N
4843,15,854,10,166,2011,2011-09-25,24,21,1:52.154,\N,\N
4844,15,854,816,166,2011,2011-09-25,25,22,1:52.363,\N,\N
4845,15,854,817,164,2011,2011-09-25,22,23,1:52.404,\N,\N
4846,15,854,24,164,2011,2011-09-25,23,24,1:52.810,\N,\N
4847,22,855,20,9,2011,2011-10-09,1,1,1:33.051,1:31.424,1:30.466
4848,22,855,18,1,2011,2011-10-09,4,2,1:32.947,1:31.434,1:30.475
4849,22,855,1,1,2011,2011-10-09,3,3,1:32.843,1:31.139,1:30.617
4850,22,855,13,6,2011,2011-10-09,6,4,1:33.235,1:31.909,1:30.804
4851,22,855,4,6,2011,2011-10-09,5,5,1:32.817,1:31.612,1:30.886
4852,22,855,17,9,2011,2011-10-09,2,6,1:33.135,1:31.576,1:31.156
4853,22,855,155,15,2011,2011-10-09,16,10,1:32.626,1:32.380,\N
4854,22,855,30,131,2011,2011-10-09,7,7,1:33.748,1:32.116,\N
4855,22,855,811,4,2011,2011-10-09,9,8,1:33.359,1:32.297,\N
4856,22,855,808,4,2011,2011-10-09,10,9,1:32.877,1:32.245,\N
4857,22,855,16,10,2011,2011-10-09,14,11,1:32.761,1:32.463,\N
4858,22,855,814,10,2011,2011-10-09,15,12,1:33.499,1:32.746,\N
4859,22,855,22,3,2011,2011-10-09,11,13,1:33.921,1:33.079,\N
4860,22,855,813,3,2011,2011-10-09,12,14,1:33.781,1:33.224,\N
4861,22,855,67,5,2011,2011-10-09,18,15,1:33.064,1:33.227,\N
4862,22,855,153,5,2011,2011-10-09,19,16,1:35.111,1:33.427,\N
4863,22,855,815,15,2011,2011-10-09,17,17,1:34.704,\N,\N
4864,22,855,5,205,2011,2011-10-09,20,18,1:35.454,\N,\N
4865,22,855,15,205,2011,2011-10-09,21,19,1:35.514,\N,\N
4866,22,855,816,166,2011,2011-10-09,25,20,1:36.439,\N,\N
4867,22,855,10,166,2011,2011-10-09,24,21,1:36.507,\N,\N
4868,22,855,817,164,2011,2011-10-09,22,22,1:37.846,\N,\N
4869,22,855,3,131,2011,2011-10-09,8,23,\N,\N,\N
4870,22,855,24,164,2011,2011-10-09,23,24,\N,\N,\N
4871,35,856,1,1,2011,2011-10-16,3,1,1:37.525,1:36.526,1:35.820
4872,35,856,20,9,2011,2011-10-16,1,2,1:39.093,1:37.285,1:36.042
4873,35,856,18,1,2011,2011-10-16,4,3,1:37.929,1:37.302,1:36.126
4874,35,856,17,9,2011,2011-10-16,2,4,1:39.071,1:37.292,1:36.468
4875,35,856,13,6,2011,2011-10-16,6,5,1:38.670,1:37.313,1:36.831
4876,35,856,4,6,2011,2011-10-16,5,6,1:38.393,1:37.352,1:36.980
4877,35,856,3,131,2011,2011-10-16,8,7,1:38.426,1:37.892,1:37.754
4878,35,856,808,4,2011,2011-10-16,10,8,1:38.378,1:38.186,1:38.124
4879,35,856,814,10,2011,2011-10-16,15,9,1:38.549,1:38.254,\N
4880,35,856,16,10,2011,2011-10-16,14,10,1:38.789,1:38.219,\N
4881,35,856,153,5,2011,2011-10-16,19,11,1:39.392,1:38.315,\N
4882,35,856,30,131,2011,2011-10-16,7,12,1:38.502,1:38.354,\N
4883,35,856,67,5,2011,2011-10-16,18,13,1:39.352,1:38.508,\N
4884,35,856,155,15,2011,2011-10-16,16,14,1:39.464,1:38.775,\N
4885,35,856,811,4,2011,2011-10-16,9,15,1:39.316,1:38.791,\N
4886,35,856,813,3,2011,2011-10-16,12,16,1:39.436,1:39.189,\N
4887,35,856,815,15,2011,2011-10-16,17,17,1:39.097,1:39.443,\N
4888,35,856,22,3,2011,2011-10-16,11,18,1:39.538,\N,\N
4889,35,856,5,205,2011,2011-10-16,20,19,1:40.522,\N,\N
4890,35,856,15,205,2011,2011-10-16,21,20,1:41.101,\N,\N
4891,35,856,10,166,2011,2011-10-16,24,21,1:42.091,\N,\N
4892,35,856,816,166,2011,2011-10-16,25,22,1:43.483,\N,\N
4893,35,856,24,164,2011,2011-10-16,23,23,1:43.758,\N,\N
4894,35,856,817,164,2011,2011-10-16,22,24,\N,\N,\N
4895,68,857,20,9,2011,2011-10-30,1,1,1:26.218,1:24.657,1:24.178
4896,68,857,1,1,2011,2011-10-30,3,2,1:26.563,1:25.019,1:24.474
4897,68,857,17,9,2011,2011-10-30,2,3,1:26.473,1:25.282,1:24.508
4898,68,857,4,6,2011,2011-10-30,5,4,1:26.774,1:25.158,1:24.519
4899,68,857,18,1,2011,2011-10-30,4,5,1:26.225,1:25.299,1:24.950
4900,68,857,13,6,2011,2011-10-30,6,6,1:27.012,1:25.522,1:25.122
4901,68,857,3,131,2011,2011-10-30,8,7,1:26.364,1:25.555,1:25.451
4902,68,857,16,10,2011,2011-10-30,14,8,1:26.271,1:26.140,\N
4903,68,857,67,5,2011,2011-10-30,18,9,1:26.608,1:26.161,\N
4904,68,857,153,5,2011,2011-10-30,19,10,1:26.557,1:26.319,\N
4905,68,857,808,4,2011,2011-10-30,10,11,1:26.189,1:26.319,\N
4906,68,857,30,131,2011,2011-10-30,7,12,1:26.790,1:26.337,\N
4907,68,857,814,10,2011,2011-10-30,15,13,1:26.864,1:26.503,\N
4908,68,857,813,3,2011,2011-10-30,12,14,1:26.829,1:26.537,\N
4909,68,857,811,4,2011,2011-10-30,9,15,1:26.766,1:26.651,\N
4910,68,857,22,3,2011,2011-10-30,11,16,1:27.479,1:27.247,\N
4911,68,857,815,15,2011,2011-10-30,17,17,1:27.249,1:27.562,\N
4912,68,857,155,15,2011,2011-10-30,16,18,1:27.876,\N,\N
4913,68,857,5,205,2011,2011-10-30,20,19,1:28.565,\N,\N
4914,68,857,15,205,2011,2011-10-30,21,20,1:28.752,\N,\N
4915,68,857,817,164,2011,2011-10-30,23,21,1:30.216,\N,\N
4916,68,857,39,164,2011,2011-10-30,22,22,1:30.238,\N,\N
4917,68,857,816,166,2011,2011-10-30,25,23,1:30.866,\N,\N
4918,68,857,10,166,2011,2011-10-30,24,24,1:34.046,\N,\N
4919,24,858,20,9,2011,2011-11-13,1,1,1:40.478,1:38.516,1:38.481
4920,24,858,1,1,2011,2011-11-13,3,2,1:39.782,1:38.434,1:38.622
4921,24,858,18,1,2011,2011-11-13,4,3,1:40.227,1:39.097,1:38.631
4922,24,858,17,9,2011,2011-11-13,2,4,1:40.167,1:38.821,1:38.858
4923,24,858,4,6,2011,2011-11-13,5,5,1:41.380,1:39.058,1:39.058
4924,24,858,13,6,2011,2011-11-13,6,6,1:41.592,1:39.623,1:39.695
4925,24,858,3,131,2011,2011-11-13,8,7,1:41.120,1:39.420,1:39.773
4926,24,858,30,131,2011,2011-11-13,7,8,1:42.605,1:40.554,1:40.662
4927,24,858,16,10,2011,2011-11-13,14,9,1:40.595,1:40.205,1:40.768
4928,24,858,814,10,2011,2011-11-13,15,10,1:41.064,1:40.414,\N
4929,24,858,815,15,2011,2011-11-13,17,11,1:41.311,1:40.874,\N
4930,24,858,808,4,2011,2011-11-13,10,12,1:40.955,1:40.919,\N
4931,24,858,67,5,2011,2011-11-13,18,13,1:41.737,1:41.009,\N
4932,24,858,811,4,2011,2011-11-13,9,14,1:41.391,1:41.079,\N
4933,24,858,153,5,2011,2011-11-13,19,15,1:41.386,1:41.162,\N
4934,24,858,155,15,2011,2011-11-13,16,16,1:41.613,1:41.240,\N
4935,24,858,813,3,2011,2011-11-13,12,17,1:42.258,1:41.760,\N
4936,24,858,5,205,2011,2011-11-13,20,18,1:42.979,\N,\N
4937,24,858,15,205,2011,2011-11-13,21,19,1:43.884,\N,\N
4938,24,858,10,166,2011,2011-11-13,24,20,1:44.515,\N,\N
4939,24,858,817,164,2011,2011-11-13,22,21,1:44.641,\N,\N
4940,24,858,816,166,2011,2011-11-13,25,22,1:44.699,\N,\N
4941,24,858,24,164,2011,2011-11-13,23,23,1:45.159,\N,\N
4942,18,859,20,9,2011,2011-11-27,1,1,1:13.664,1:12.446,1:11.918
4943,18,859,17,9,2011,2011-11-27,2,2,1:13.467,1:12.658,1:12.099
4944,18,859,18,1,2011,2011-11-27,4,3,1:13.281,1:12.820,1:12.283
4945,18,859,1,1,2011,2011-11-27,3,4,1:13.361,1:12.811,1:12.480
4946,18,859,4,6,2011,2011-11-27,5,5,1:13.969,1:12.870,1:12.591
4947,18,859,3,131,2011,2011-11-27,8,6,1:14.083,1:12.569,1:13.050
4948,18,859,13,6,2011,2011-11-27,6,7,1:14.269,1:13.291,1:13.068
4949,18,859,16,10,2011,2011-11-27,14,8,1:13.480,1:13.261,1:13.298
4950,18,859,811,4,2011,2011-11-27,9,9,1:14.453,1:13.300,1:13.761
4951,18,859,30,131,2011,2011-11-27,7,10,1:13.694,1:13.571,\N
4952,18,859,814,10,2011,2011-11-27,15,11,1:13.733,1:13.584,\N
4953,18,859,22,3,2011,2011-11-27,11,12,1:14.117,1:13.801,\N
4954,18,859,153,5,2011,2011-11-27,19,13,1:14.225,1:13.804,\N
4955,18,859,67,5,2011,2011-11-27,18,14,1:14.500,1:13.919,\N
4956,18,859,808,4,2011,2011-11-27,10,15,1:13.859,1:14.053,\N
4957,18,859,155,15,2011,2011-11-27,16,16,1:14.571,1:14.129,\N
4958,18,859,815,15,2011,2011-11-27,17,17,1:14.430,1:14.182,\N
4959,18,859,813,3,2011,2011-11-27,12,18,1:14.625,\N,\N
4960,18,859,5,205,2011,2011-11-27,20,19,1:15.068,\N,\N
4961,18,859,15,205,2011,2011-11-27,21,20,1:15.358,\N,\N
4962,18,859,24,164,2011,2011-11-27,23,21,1:16.631,\N,\N
4963,18,859,817,164,2011,2011-11-27,22,22,1:16.890,\N,\N
4964,18,859,816,166,2011,2011-11-27,25,23,1:17.019,\N,\N
4965,18,859,10,166,2011,2011-11-27,24,24,1:17.060,\N,\N
4966,1,860,1,1,2012,2012-03-18,4,1,1:26.800,1:25.626,1:24.922
4967,1,860,18,1,2012,2012-03-18,3,2,1:26.832,1:25.663,1:25.074
4968,1,860,154,208,2012,2012-03-18,10,3,1:26.498,1:25.845,1:25.302
4969,1,860,30,131,2012,2012-03-18,7,4,1:26.586,1:25.571,1:25.336
4970,1,860,17,9,2012,2012-03-18,2,5,1:27.117,1:26.597,1:25.651
4971,1,860,20,9,2012,2012-03-18,1,6,1:26.773,1:25.982,1:25.668
4972,1,860,3,131,2012,2012-03-18,8,7,1:26.763,1:25.469,1:25.686
4973,1,860,813,3,2012,2012-03-18,18,8,1:26.803,1:26.206,1:25.908
4974,1,860,807,10,2012,2012-03-18,12,9,1:27.464,1:26.314,1:26.451
4975,1,860,817,5,2012,2012-03-18,16,10,1:27.024,1:26.319,\N
4976,1,860,818,5,2012,2012-03-18,17,11,1:26.493,1:26.429,\N
4977,1,860,4,6,2012,2012-03-18,5,12,1:26.688,1:26.494,\N
4978,1,860,155,15,2012,2012-03-18,14,13,1:26.182,1:26.590,\N
4979,1,860,811,3,2012,2012-03-18,19,14,1:27.004,1:26.663,\N
4980,1,860,814,10,2012,2012-03-18,11,15,1:27.469,1:27.086,\N
4981,1,860,13,6,2012,2012-03-18,6,16,1:27.633,1:27.497,\N
4982,1,860,815,15,2012,2012-03-18,15,17,1:26.596,\N,\N
4983,1,860,8,208,2012,2012-03-18,9,18,1:27.758,\N,\N
4984,1,860,5,207,2012,2012-03-18,20,19,1:28.679,\N,\N
4985,1,860,808,207,2012,2012-03-18,21,20,1:29.018,\N,\N
4986,1,860,10,206,2012,2012-03-18,24,21,1:30.923,\N,\N
4987,1,860,819,206,2012,2012-03-18,25,22,1:31.670,\N,\N
4988,1,860,37,164,2012,2012-03-18,22,23,1:33.495,\N,\N
4989,1,860,39,164,2012,2012-03-18,23,24,1:33.643,\N,\N
4990,2,861,1,1,2012,2012-03-25,4,1,1:37.813,1:37.106,1:36.219
4991,2,861,18,1,2012,2012-03-25,3,2,1:37.575,1:36.928,1:36.368
4992,2,861,30,131,2012,2012-03-25,7,3,1:37.517,1:37.017,1:36.391
4993,2,861,17,9,2012,2012-03-25,2,4,1:37.172,1:37.375,1:36.461
4994,2,861,8,208,2012,2012-03-25,9,5,1:37.961,1:36.715,1:36.461
4995,2,861,20,9,2012,2012-03-25,1,6,1:38.102,1:37.419,1:36.634
4996,2,861,154,208,2012,2012-03-25,10,7,1:38.058,1:37.338,1:36.658
4997,2,861,3,131,2012,2012-03-25,8,8,1:37.696,1:36.996,1:36.664
4998,2,861,4,6,2012,2012-03-25,5,9,1:38.151,1:37.379,1:37.566
4999,2,861,815,15,2012,2012-03-25,15,10,1:37.933,1:37.477,1:37.698
5000,2,861,813,3,2012,2012-03-25,18,11,1:37.789,1:37.589,\N
5001,2,861,13,6,2012,2012-03-25,6,12,1:38.381,1:37.731,\N
5002,2,861,811,3,2012,2012-03-25,19,13,1:38.437,1:37.841,\N
5003,2,861,814,10,2012,2012-03-25,11,14,1:38.325,1:37.877,\N
5004,2,861,817,5,2012,2012-03-25,16,15,1:38.419,1:37.883,\N
5005,2,861,807,10,2012,2012-03-25,12,16,1:38.303,1:37.890,\N
5006,2,861,155,15,2012,2012-03-25,14,17,1:38.372,1:38.069,\N
5007,2,861,818,5,2012,2012-03-25,17,18,1:39.077,\N,\N
5008,2,861,5,207,2012,2012-03-25,20,19,1:39.306,\N,\N
5009,2,861,808,207,2012,2012-03-25,21,20,1:39.567,\N,\N
5010,2,861,10,206,2012,2012-03-25,24,21,1:40.903,\N,\N
5011,2,861,819,206,2012,2012-03-25,25,22,1:41.250,\N,\N
5012,2,861,37,164,2012,2012-03-25,22,23,1:42.914,\N,\N
5013,2,861,39,164,2012,2012-03-25,23,24,1:43.655,\N,\N
5014,17,862,3,131,2012,2012-04-15,8,1,1:36.875,1:35.725,1:35.121
5015,17,862,1,1,2012,2012-04-15,4,2,1:36.763,1:35.902,1:35.626
5016,17,862,30,131,2012,2012-04-15,7,3,1:36.797,1:35.794,1:35.691
5017,17,862,155,15,2012,2012-04-15,14,4,1:36.863,1:35.853,1:35.784
5018,17,862,8,208,2012,2012-04-15,9,5,1:36.850,1:35.921,1:35.898
5019,17,862,18,1,2012,2012-04-15,3,6,1:36.746,1:35.942,1:36.191
5020,17,862,17,9,2012,2012-04-15,2,7,1:36.682,1:35.700,1:36.290
5021,17,862,815,15,2012,2012-04-15,15,8,1:36.198,1:35.831,1:36.524
5022,17,862,4,6,2012,2012-04-15,5,9,1:36.292,1:35.982,1:36.622
5023,17,862,154,208,2012,2012-04-15,10,10,1:36.343,1:35.903,\N
5024,17,862,20,9,2012,2012-04-15,1,11,1:36.911,1:36.031,\N
5025,17,862,13,6,2012,2012-04-15,6,12,1:36.556,1:36.255,\N
5026,17,862,813,3,2012,2012-04-15,18,13,1:36.528,1:36.283,\N
5027,17,862,811,3,2012,2012-04-15,19,14,1:36.674,1:36.289,\N
5028,17,862,814,10,2012,2012-04-15,11,15,1:36.639,1:36.317,\N
5029,17,862,807,10,2012,2012-04-15,12,16,1:36.921,1:36.745,\N
5030,17,862,817,5,2012,2012-04-15,16,17,1:36.933,1:36.956,\N
5031,17,862,818,5,2012,2012-04-15,17,18,1:37.714,\N,\N
5032,17,862,5,207,2012,2012-04-15,20,19,1:38.463,\N,\N
5033,17,862,808,207,2012,2012-04-15,21,20,1:38.677,\N,\N
5034,17,862,10,206,2012,2012-04-15,24,21,1:39.282,\N,\N
5035,17,862,819,206,2012,2012-04-15,25,22,1:39.717,\N,\N
5036,17,862,37,164,2012,2012-04-15,22,23,1:40.411,\N,\N
5037,17,862,39,164,2012,2012-04-15,23,24,1:41.000,\N,\N
5038,3,863,20,9,2012,2012-04-22,1,1,1:34.308,1:33.527,1:32.422
5039,3,863,1,1,2012,2012-04-22,4,2,1:34.813,1:33.209,1:32.520
5040,3,863,17,9,2012,2012-04-22,2,3,1:34.015,1:33.311,1:32.637
5041,3,863,18,1,2012,2012-04-22,3,4,1:34.792,1:33.416,1:32.711
5042,3,863,3,131,2012,2012-04-22,8,5,1:34.588,1:33.219,1:32.821
5043,3,863,817,5,2012,2012-04-22,16,6,1:33.988,1:33.556,1:32.912
5044,3,863,154,208,2012,2012-04-22,10,7,1:34.041,1:33.246,1:33.008
5045,3,863,815,15,2012,2012-04-22,15,8,1:33.814,1:33.660,1:33.394
5046,3,863,4,6,2012,2012-04-22,5,9,1:34.760,1:33.403,\N
5047,3,863,814,10,2012,2012-04-22,11,10,1:36.624,1:33.510,\N
5048,3,863,8,208,2012,2012-04-22,9,11,1:34.552,1:33.789,\N
5049,3,863,155,15,2012,2012-04-22,14,12,1:34.131,1:33.806,\N
5050,3,863,807,10,2012,2012-04-22,12,13,1:34.601,1:33.807,\N
5051,3,863,13,6,2012,2012-04-22,6,14,1:34.372,1:33.912,\N
5052,3,863,811,3,2012,2012-04-22,19,15,1:34.466,1:34.017,\N
5053,3,863,5,207,2012,2012-04-22,20,16,1:34.852,1:36.132,\N
5054,3,863,813,3,2012,2012-04-22,18,17,1:34.639,\N,\N
5055,3,863,30,131,2012,2012-04-22,7,18,1:34.865,\N,\N
5056,3,863,818,5,2012,2012-04-22,17,19,1:35.014,\N,\N
5057,3,863,808,207,2012,2012-04-22,21,20,1:35.823,\N,\N
5058,3,863,819,206,2012,2012-04-22,25,21,1:37.683,\N,\N
5059,3,863,37,164,2012,2012-04-22,22,22,1:37.883,\N,\N
5060,3,863,10,206,2012,2012-04-22,24,23,1:37.905,\N,\N
5061,3,863,39,164,2012,2012-04-22,23,24,1:38.314,\N,\N
5062,4,864,1,1,2012,2012-05-13,4,1,1:22.583,1:22.465,1:21.707
5063,4,864,813,3,2012,2012-05-13,18,2,1:23.380,1:22.105,1:22.285
5064,4,864,4,6,2012,2012-05-13,5,3,1:23.276,1:22.862,1:22.302
5065,4,864,154,208,2012,2012-05-13,10,4,1:23.248,1:22.667,1:22.424
5066,4,864,8,208,2012,2012-05-13,9,5,1:23.406,1:22.856,1:22.487
5067,4,864,815,15,2012,2012-05-13,15,6,1:24.261,1:22.773,1:22.533
5068,4,864,3,131,2012,2012-05-13,8,7,1:23.370,1:22.882,1:23.005
5069,4,864,20,9,2012,2012-05-13,1,8,1:23.850,1:22.884,\N
5070,4,864,30,131,2012,2012-05-13,7,9,1:23.757,1:22.904,\N
5071,4,864,155,15,2012,2012-05-13,14,10,1:23.386,1:22.897,\N
5072,4,864,18,1,2012,2012-05-13,3,11,1:23.510,1:22.944,\N
5073,4,864,17,9,2012,2012-05-13,2,12,1:23.592,1:22.977,\N
5074,4,864,814,10,2012,2012-05-13,11,13,1:23.852,1:23.125,\N
5075,4,864,807,10,2012,2012-05-13,12,14,1:23.720,1:23.177,\N
5076,4,864,818,5,2012,2012-05-13,17,15,1:24.362,1:23.265,\N
5077,4,864,817,5,2012,2012-05-13,16,16,1:23.906,1:23.442,\N
5078,4,864,13,6,2012,2012-05-13,6,17,1:23.886,1:23.444,\N
5079,4,864,811,3,2012,2012-05-13,19,18,1:24.981,\N,\N
5080,4,864,808,207,2012,2012-05-13,21,19,1:25.277,\N,\N
5081,4,864,5,207,2012,2012-05-13,20,20,1:25.507,\N,\N
5082,4,864,819,206,2012,2012-05-13,25,21,1:26.582,\N,\N
5083,4,864,10,206,2012,2012-05-13,24,22,1:27.032,\N,\N
5084,4,864,37,164,2012,2012-05-13,22,23,1:27.555,\N,\N
5085,4,864,39,164,2012,2012-05-13,23,24,1:31.122,\N,\N
5086,6,865,30,131,2012,2012-05-27,7,1,1:15.873,1:15.062,1:14.301
5087,6,865,17,9,2012,2012-05-27,2,2,1:16.013,1:15.035,1:14.381
5088,6,865,3,131,2012,2012-05-27,8,3,1:15.900,1:15.022,1:14.448
5089,6,865,1,1,2012,2012-05-27,4,4,1:16.063,1:15.166,1:14.583
5090,6,865,154,208,2012,2012-05-27,10,5,1:15.718,1:15.219,1:14.639
5091,6,865,4,6,2012,2012-05-27,5,6,1:16.153,1:15.128,1:14.948
5092,6,865,13,6,2012,2012-05-27,6,7,1:15.983,1:14.911,1:15.049
5093,6,865,8,208,2012,2012-05-27,9,8,1:15.889,1:15.322,1:15.199
5094,6,865,813,3,2012,2012-05-27,18,9,1:16.017,1:15.026,1:15.245
5095,6,865,20,9,2012,2012-05-27,1,10,1:15.757,1:15.234,\N
5096,6,865,807,10,2012,2012-05-27,12,11,1:15.418,1:15.421,\N
5097,6,865,155,15,2012,2012-05-27,14,12,1:15.648,1:15.508,\N
5098,6,865,18,1,2012,2012-05-27,3,13,1:16.399,1:15.536,\N
5099,6,865,811,3,2012,2012-05-27,19,14,1:15.923,1:15.709,\N
5100,6,865,814,10,2012,2012-05-27,11,15,1:16.062,1:15.718,\N
5101,6,865,817,5,2012,2012-05-27,16,16,1:16.360,1:15.878,\N
5102,6,865,818,5,2012,2012-05-27,17,17,1:16.491,1:16.885,\N
5103,6,865,5,207,2012,2012-05-27,20,18,1:16.538,\N,\N
5104,6,865,808,207,2012,2012-05-27,21,19,1:17.404,\N,\N
5105,6,865,10,206,2012,2012-05-27,24,20,1:17.947,\N,\N
5106,6,865,37,164,2012,2012-05-27,22,21,1:18.096,\N,\N
5107,6,865,819,206,2012,2012-05-27,25,22,1:18.476,\N,\N
5108,6,865,39,164,2012,2012-05-27,23,23,1:19.310,\N,\N
5109,7,866,20,9,2012,2012-06-10,1,1,1:14.661,1:14.187,1:13.784
5110,7,866,1,1,2012,2012-06-10,4,2,1:14.891,1:14.371,1:14.087
5111,7,866,4,6,2012,2012-06-10,5,3,1:14.916,1:14.314,1:14.151
5112,7,866,17,9,2012,2012-06-10,2,4,1:14.956,1:14.479,1:14.346
5113,7,866,3,131,2012,2012-06-10,8,5,1:15.098,1:14.568,1:14.411
5114,7,866,13,6,2012,2012-06-10,6,6,1:15.194,1:14.641,1:14.465
5115,7,866,154,208,2012,2012-06-10,10,7,1:15.163,1:14.627,1:14.645
5116,7,866,814,10,2012,2012-06-10,11,8,1:15.019,1:14.639,1:14.705
5117,7,866,30,131,2012,2012-06-10,7,9,1:14.892,1:14.480,1:14.812
5118,7,866,18,1,2012,2012-06-10,3,10,1:14.799,1:14.680,1:15.182
5119,7,866,155,15,2012,2012-06-10,14,11,1:15.101,1:14.688,\N
5120,7,866,8,208,2012,2012-06-10,9,12,1:14.995,1:14.734,\N
5121,7,866,807,10,2012,2012-06-10,12,13,1:15.106,1:14.748,\N
5122,7,866,817,5,2012,2012-06-10,16,14,1:15.552,1:15.078,\N
5123,7,866,815,15,2012,2012-06-10,15,15,1:15.326,1:15.156,\N
5124,7,866,811,3,2012,2012-06-10,19,16,1:14.995,1:15.170,\N
5125,7,866,813,3,2012,2012-06-10,18,17,1:14.979,1:15.231,\N
5126,7,866,5,207,2012,2012-06-10,20,18,1:16.263,\N,\N
5127,7,866,808,207,2012,2012-06-10,21,19,1:16.482,\N,\N
5128,7,866,818,5,2012,2012-06-10,17,20,1:16.602,\N,\N
5129,7,866,37,164,2012,2012-06-10,22,21,1:17.492,\N,\N
5130,7,866,10,206,2012,2012-06-10,24,22,1:17.901,\N,\N
5131,7,866,819,206,2012,2012-06-10,25,23,1:18.255,\N,\N
5132,7,866,39,164,2012,2012-06-10,23,24,1:18.330,\N,\N
5133,12,867,20,9,2012,2012-06-24,1,1,1:39.626,1:38.530,1:38.086
5134,12,867,1,1,2012,2012-06-24,4,2,1:39.169,1:38.616,1:38.410
5135,12,867,813,3,2012,2012-06-24,18,3,1:38.825,1:38.570,1:38.475
5136,12,867,154,208,2012,2012-06-24,10,4,1:39.530,1:38.489,1:38.505
5137,12,867,8,208,2012,2012-06-24,9,5,1:39.464,1:38.531,1:38.513
5138,12,867,3,131,2012,2012-06-24,8,6,1:39.061,1:38.504,1:38.623
5139,12,867,155,15,2012,2012-06-24,14,7,1:39.651,1:38.703,1:38.741
5140,12,867,807,10,2012,2012-06-24,12,8,1:39.009,1:38.689,1:38.752
